,review,PN
1356,"Visited this restaurant a few weekends ago. The server asked if it was our first time, which it was. She was friendly and brought us our beverages quickly. We were confused after we went through the line, added our sauces, and handed our food over to be cooked. We didn't know if were were supposed to wait there or if it would be brought out to us. It was brought out to us as we walked back up unsure. The food was ok, but seemed pricey for how little we got. Also, yes I did pile my bowl high.",0
1357,"I'm a big fan of Korea food and I love the food here such as Bibimbub, Tokpoki and Kimchi-jikae. Also, BBQ is very delicious even though your hair and cloth will have permanent bbq smell.",1
1358,"Best Korean gookbob restaurant in town.  If you are familiar with gookbob style, a combination of soup and rice, you should love it.  This restaurant is not for typical Korean barbeque, so dont expect to have a BBQ party here.  Anyway, you can give it a try-!",0
1359,"Perfect bar to hangout with friends, have some good beers and good time! The barman, Warren, is always in a good mood! Defenitly a must go bar!",1
1360,"Had better, been to worse.Just don't expect fantastic. Would I come again? Yes, but only because it is the only Korean BBQ around here.",1
1361,"Never have I ever placed a 1 star review on Tripadvisor, nor walked out of a resturaunt so confused and angry.

Me and my partner went to this restaurant as our first BBQ experience. Small menu, so we tried to order a BBQ chicken dish for 2 people (23000 won) as well as another chicken rice dish (6000 won) as we were so hungry. Was told we could not order both dishes? We didnt understand why this was, so tried to clarify - and our waiter was so rude, treating us like we were stupid. We continually tried saying we wanted both, and was not given a clear explanation as to why we had to choose one or the other. Why is it that your resturaunt would not allow us to spend the extra money for one extra dish?

Also found it odd the treatment of other customers wanting to come in to the restaurant by the man at the front - not even a smile on his face, very abrupt.

Lack of service standards are clearly reflected in many reviews as we found out after exiting the resturaunt and searching it up online.

We ended up walking out without ordering anything, and found a better resturaunt with MUCH better service.",0
1362,"Decently good food. Sometimes hard to find parking in that area. Though there are about four designated free parking spots behind the store. More unique Korean food - mainly bring the big sizzling plate - which tastes great especially with cheese and noodle add on, but isn't very good value for money, as it is minimum two portions. So, for a sizzling plate, it is at least$20 and probably$25 after the add ons. This won't get two people full so you need to add another dish of some sort, bring the total up to well over $35 for what is supposed to be a cheap casual restaurant. Oh, and I didn't even include any drinks!",0
1363,"If you're in Muscat and crave some authentic Korean food then head right over without a doubt in mind. The banchan served at the beginning of the meal is not of a huge selection but it is sufficient and tasty. The vegetarian Japchea is juicy and full of flavor. We ordered Kimchi jeon, it comes in a number of small pancakes which were hot and yummy. For the main meal we tried their ever famous half and half fried chicken and the stir fried spicy squid. My only disappointment was they had no Ice Tea and no free after meal dessert which in my experience comes with every Korean restaurant.",0
1364,"The worst service ever, the grill and table were completely unclean. I was hesitant to try the sushi due to how unsanitary the place looked.",0
1365,"Went here and place was empty and group of 8 a little apprehensive. Order spirits, beer, bulgogi and everyone was so please we gave u TV a go. Really good food and we'll looked after, if your passing, give it a go!",1
1366,"Ehhh I don't know about this place. I honestly hate writing reviews like this but I have to be straight forward on what I think about this restaurant.

Here it goes.. This was the old takamatsu. I was one of the regulars then. I love korean bbq and been to a variety  all over AZ and Cali. It's one of my favorite foods to eat and I never get tired of it either. Bf and I wanted to check this place out since it was lunch time and we were around the area.

We walked in and was greeted. There were about 4 to 5 food servers on a slow week day. There was about 3 customers eating inside ant that's including us. All were just standing because its slow but we were serviced by all as well. Which was a little confusing because some would ask the same question about what we wanted on the menu. We told them several times we already ordered and got this...

We were served our food. The meats are very low quality, sauces they have wasn't great nor good either. They gave me msg plus salt on the side. Everything tasted plain. It's $14 a person for all you can eat. So who can complain right? It's cheap so therefore the quality of the food you're eating is what you paid for. That's why there's a saying you get what you paid for. The service was good but could be better because I feel like they dont communicate on which server should take care of which customer. There's also too many of them so I get it they're probably trying to keep busy and probably bored. Other than that I won't be coming back. Sorry to say this is the worst kbbq ever. Food was just horrible and I am just being honest here.

Better meat quality can improve this place a lot better and have some seafood selections it will catch more customers. Oh and get more sauces on the side not msg and salt please.",0
